	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	estado
735	-0.79261	1.27146	1.51069	0.11876	-1.18041	0.28976	0.26489	0.32782	2.10206	2.02859	0.86573	0.50894	0.16162	-0.35602	-0.06274	0.85657	0.22576	0.46125	-0.64417	0.08084	0.98194	0.22111	0.64436	-0.59136	0.21927	1.13481	1.11300	1.72348	1.90116	1.82820	1.75688	1.66969	v/at
736	-0.08340	-0.12277	0.01082	-0.30992	-0.10792	0.75992	0.76684	0.80398	0.31950	-0.04636	-0.04599	0.70562	-0.39141	-0.04710	-0.40359	-0.26027	0.77149	-0.21707	-0.85272	-0.05514	-0.25560	0.66779	-0.14296	-0.69327	0.04130	-0.21242	0.13297	-0.11217	-0.14461	-0.15186	-0.15957	-0.15757	ac
737	0.97673	-1.13493	-0.58049	-0.81232	0.16584	0.47772	0.38474	0.35550	0.14166	0.19683	0.48504	0.39186	-0.86965	0.24281	-0.55279	-1.65758	0.60353	-0.77729	0.32739	-0.54299	-1.51315	0.60280	-0.76847	0.49953	-0.53546	-1.34978	-0.07126	-0.52181	-0.66792	-0.68657	-0.70695	-0.74367	ac
738	0.16898	-0.64038	-0.57991	-0.71340	-0.02703	0.71396	0.66550	0.64856	-0.35490	-0.16103	-0.44591	0.53702	-0.69407	0.10443	-0.55258	-0.80840	0.80528	-0.72665	0.15782	-0.55997	-0.81932	0.75601	-0.72587	0.35432	-0.52137	-0.89904	0.03571	-0.36566	-0.54098	-0.58086	-0.61714	-0.63547	ac
739	0.75326	-1.03021	-0.56020	-0.68640	0.06068	0.36813	0.36463	0.36575	-0.03714	-0.38623	-0.62219	0.20412	-0.83348	-0.27822	-0.44891	-1.57675	0.57821	-0.67254	-0.42267	-0.26891	-1.34499	0.52878	-0.62898	-0.14953	-0.23701	-1.21481	0.04877	-0.47803	-0.63893	-0.68152	-0.72419	-0.77672	ac
740	0.54910	-0.95743	-0.73781	-0.74540	0.34765	0.20001	0.19394	0.24955	-0.62072	-0.43639	-0.59502	0.09795	-0.75374	0.02027	-0.58333	-1.09077	0.37548	-0.78286	0.07767	-0.57764	-1.05399	0.29112	-0.77524	0.28873	-0.52697	-1.15727	-0.26613	-0.76781	-0.91126	-0.91586	-0.94394	-0.94754	ac
741	0.05564	-0.52520	-0.61742	-0.44123	0.24379	2.09335	2.08163	2.08124	-0.13596	-0.52013	-0.55711	2.02532	-0.74322	-0.53542	-0.30644	-0.94085	1.85850	-0.43360	-0.72548	-0.05450	-0.34062	0.96551	-0.49981	-0.18251	-0.20873	-0.41785	-0.15239	-0.67022	-0.78842	-0.81549	-0.84682	-0.87905	hid
742	-0.26027	0.56229	1.04239	3.24837	-0.16584	1.39506	1.40884	1.38833	0.39637	1.02885	0.91977	1.29698	1.96127	-5.48447	4.13764	0.54297	1.07768	3.14234	-7.38092	5.03018	0.55315	0.26561	2.36111	-5.59077	3.75417	0.96766	0.16476	0.11981	0.25671	0.39200	0.48275	0.54126	v/at
743	-0.85660	1.76821	2.74732	1.61410	-1.08846	0.28416	0.24253	0.16588	2.81377	2.37088	3.00858	0.65663	1.72501	-2.41918	1.98359	1.63947	0.02939	1.86436	-2.06725	1.78734	1.65294	-0.01660	1.85491	-2.07767	1.68447	1.69134	1.00371	1.68133	2.12087	2.29103	2.32464	2.30321	v/at
744	-0.48136	0.55051	0.43027	0.73844	-0.26137	0.84693	0.91537	0.41579	-0.07970	-0.69814	0.00759	0.80624	0.47726	0.08737	0.03579	0.72647	0.70843	0.86248	-1.97532	1.13651	0.63607	0.57768	0.49939	-1.24659	0.52080	0.43282	0.22507	0.19676	0.13762	0.16221	0.18277	0.16910	v/at
745	0.08788	-0.65664	-0.63031	-0.78991	0.03471	-0.04793	-0.01476	0.00877	0.13932	-0.38573	-0.61434	-0.07774	-0.89358	0.08414	-0.61678	-1.15671	0.07433	-0.71436	0.05736	-0.57821	-0.68612	0.19584	-0.68220	0.27901	-0.52982	-0.73708	0.05499	-0.48024	-0.60820	-0.69553	-0.74699	-0.81005	ac
746	1.53224	-1.45697	-0.70205	-0.88658	0.41416	-0.24240	-0.27164	-0.17137	-0.56896	-0.22583	-0.35930	-0.27194	-0.95336	0.14647	-0.58505	-1.97811	-0.01560	-0.86155	0.15826	-0.58931	-1.81042	-0.14676	-0.80048	0.39322	-0.52671	-1.53714	-0.26555	-0.89732	-0.96393	-0.99627	-1.03158	-1.07084	ac
747	-0.65934	0.81371	0.49940	0.10953	-0.74569	0.24384	0.14622	-0.02009	0.91844	0.41701	0.07623	0.30421	0.23033	0.45917	-0.10505	0.70407	0.34198	0.16398	0.27092	-0.15864	0.68753	0.09052	-0.04198	0.28106	-0.27728	0.60764	0.71916	0.94742	0.93996	0.88990	0.87241	0.85382	v/at
748	0.31357	-0.81354	-0.69190	-0.66071	0.27061	0.58171	0.58619	0.56605	-0.53535	-0.48364	-0.62072	0.53247	-0.57769	0.12498	-0.55498	-0.73856	0.66751	-0.72349	0.17210	-0.58117	-0.87269	0.52714	-0.74227	0.39461	-0.54268	-0.92030	-0.19200	-0.69838	-0.81464	-0.83041	-0.83590	-0.84626	ac
749	-0.69064	0.83051	0.54021	-0.09524	-0.70216	-0.39303	-0.42975	-0.48464	1.77996	0.87734	0.14076	-0.21983	0.07257	-0.17430	-0.19508	0.74440	-0.27278	-0.01246	-0.17495	-0.24217	0.68662	-0.59478	-0.01196	0.04878	-0.23448	0.67793	0.66990	0.91458	0.94454	0.88901	0.85054	0.83956	v/at
750	0.37546	-0.75058	-0.51357	-0.70810	0.13473	0.53351	0.52834	0.52868	-0.06012	0.64796	-0.43372	0.39406	-0.64215	0.11348	-0.53111	-0.91232	0.68719	-0.73327	0.12728	-0.55776	-0.92311	0.55555	-0.70011	0.32435	-0.48943	-0.88450	-0.05642	-0.52524	-0.64568	-0.67706	-0.70727	-0.73619	ac
751	0.58728	-0.96727	-0.66895	-0.81382	0.20940	0.28449	0.27047	0.28364	-0.08991	-0.54522	-0.60885	0.16020	-0.89123	-0.01894	-0.62435	-1.27341	0.48225	-0.80629	0.03866	-0.55939	-1.23561	0.39321	-0.77993	0.28245	-0.51602	-1.21449	-0.11617	-0.63098	-0.74682	-0.78775	-0.80797	-0.82484	ac
752	1.27749	-1.49083	-0.75865	-0.93677	0.25355	0.44018	0.40834	0.45854	-0.65538	-0.43673	-0.65853	0.25990	-1.08069	-0.06989	-0.66378	-2.21746	0.61371	-0.90445	0.08360	-0.59793	-1.87184	0.63672	-0.86981	0.33330	-0.55097	-1.68492	-0.15917	-0.74638	-0.90250	-0.94524	-0.99181	-1.03100	ac
753	0.24098	-0.54613	-0.27813	-0.63375	-0.02139	0.41117	0.41421	0.32678	0.03983	-0.30272	-0.06369	0.31918	-0.58633	0.40567	-0.43279	-0.92131	0.58809	-0.60914	0.28292	-0.47100	-0.76309	0.43679	-0.60436	0.40069	-0.43706	-0.74176	0.12359	-0.29478	-0.42526	-0.46677	-0.51808	-0.56087	ac
754	-0.84079	1.63957	2.28561	1.96870	-1.05751	1.08623	1.02727	0.84934	3.69247	2.02955	3.12247	1.32076	1.58751	-2.25865	1.91018	1.40487	0.78260	2.18988	-2.78623	2.39509	1.57307	0.57700	2.01381	-3.07569	2.19743	1.51747	1.00604	1.55307	1.80583	1.87030	1.87562	1.87399	v/at
755	-0.83724	1.53081	1.50716	1.82712	-0.89053	0.29359	0.27808	0.28868	0.10421	0.98650	1.91041	0.89030	1.42711	-2.30941	1.93875	1.51893	-0.06301	1.97329	-0.81615	1.51340	1.68304	-0.11729	2.03156	-1.61592	1.70988	1.85177	0.83618	1.22656	1.35521	1.41250	1.44725	1.51552	v/at
756	1.42235	-1.52962	-0.82471	-0.91972	0.46718	-0.46945	-0.47297	-0.48401	-0.25068	-0.74136	-0.75751	-0.46317	-1.07593	-0.02624	-0.68017	-2.12379	-0.23004	-0.89599	0.12604	-0.61244	-1.73927	-0.32403	-0.87840	0.37343	-0.57119	-1.66744	-0.33408	-0.98418	-1.08448	-1.10605	-1.13041	-1.16095	ac
757	-0.84115	1.59627	2.08726	0.93554	-1.08955	-0.12031	-0.14456	-0.10858	3.38886	1.92235	2.53503	0.51161	0.88079	-1.15267	0.66420	1.37061	-0.36081	1.32819	-0.53215	0.91052	1.56084	-0.43090	1.29888	-0.51380	0.76597	1.62719	1.00252	1.65861	1.98993	2.07285	2.07493	2.02336	v/at
758	-0.52559	0.73210	0.63168	0.81353	-0.49926	-0.30993	-0.31456	-0.28604	1.01203	-0.29054	0.42212	-0.06826	0.30601	-0.19360	0.27755	0.66293	-0.34232	0.97963	-1.67453	0.84419	0.74886	-0.57507	0.86862	-1.40606	0.66702	0.82077	0.48528	0.48946	0.55719	0.64443	0.69466	0.75054	v/at
759	-0.83815	1.55830	2.04408	0.73556	-1.18577	0.19228	0.04035	-0.06621	1.36357	3.76387	1.65629	0.38478	0.95009	-0.69870	0.71048	1.38413	0.11093	0.98893	-0.64362	0.66496	1.34267	-0.02153	0.93396	-0.68970	0.56950	1.38034	1.09726	1.78986	2.12311	2.17983	2.16622	2.12843	v/at
760	-0.89385	2.06446	3.99204	2.61711	-1.29585	0.83327	0.73593	0.57648	5.66556	3.66054	4.62780	1.00829	2.49154	-3.11375	2.97704	1.78440	0.50083	3.00798	-3.23992	3.45285	1.83147	0.38229	2.76990	-3.43776	2.92510	1.68635	1.16757	2.07096	2.71408	2.96612	3.02051	2.97412	v/at
761	-0.21227	0.44315	0.95061	2.18015	-0.18720	2.03045	2.01553	2.00445	0.13505	0.85005	1.25376	1.85897	1.22060	-4.18616	2.89717	0.25195	1.59335	2.21913	-5.65245	3.59977	0.44632	1.03194	1.66301	-4.53345	2.87742	0.61388	0.18425	0.16773	0.31207	0.40912	0.44164	0.45308	v/at
762	-0.51440	0.31063	-0.10753	-0.41784	-0.45135	0.08840	0.06778	0.05003	0.40100	-0.05237	-0.22650	0.32842	-0.32806	-0.07447	-0.37784	0.24244	0.11932	-0.39108	0.02514	-0.47215	0.19983	0.12429	-0.38904	0.21661	-0.43625	0.11579	0.45371	0.41318	0.30161	0.24237	0.22320	0.22884	v/at
763	-0.56813	0.52723	0.10371	-0.05500	-0.46103	-0.17515	-0.17672	-0.12121	-0.16188	0.24213	-0.22237	0.01360	-0.10122	0.13492	-0.26160	0.49359	-0.13891	-0.00191	-0.36075	-0.04424	0.53233	-0.17715	0.00338	-0.36693	0.00225	0.48616	0.45793	0.41027	0.30673	0.27545	0.27149	0.27487	v/at
764	-0.05161	-0.46484	-0.60047	-0.59818	0.05191	-0.53977	-0.52177	-0.57311	-0.40200	-0.32725	-0.39461	-0.51987	-0.49712	0.25852	-0.51059	-0.30776	-0.33528	-0.66718	0.25283	-0.53820	-0.60738	-0.52284	-0.64410	0.41210	-0.51244	-0.51833	0.00646	-0.40088	-0.54564	-0.57036	-0.59244	-0.62533	ac
765	0.08982	-0.46251	-0.51644	-0.65891	0.03232	-0.27951	-0.20637	-0.21711	-0.41099	-0.03410	-0.10403	-0.36729	-0.66333	0.12832	-0.58680	-0.62221	-0.00275	-0.66577	0.16059	-0.56075	-0.57138	-0.29441	-0.64938	0.38609	-0.51930	-0.55817	0.03902	-0.35492	-0.49322	-0.55256	-0.59281	-0.61591	ac
766	-0.55985	0.82529	0.42865	2.18462	-0.36067	-0.54447	-0.60355	-0.69517	0.36733	0.16886	0.35062	-0.68010	1.59188	-1.59946	1.84504	1.11700	-0.52279	1.78019	-3.00374	2.25792	1.02744	-0.64300	1.91645	-3.69051	2.49902	1.18994	0.39444	0.31163	0.30209	0.31576	0.28682	0.27028	v/at
767	-0.03793	-0.30693	-0.72566	0.21205	1.36434	-0.60026	-0.56051	-0.46183	-1.13827	-0.75516	-0.51052	-0.40652	0.26918	0.51547	-0.17774	0.77671	-0.63838	0.06806	0.84881	-0.29420	0.31266	-0.23909	-0.26705	0.67118	-0.43255	0.14818	-1.26950	-1.06798	-0.75692	-0.64199	-0.59554	-0.57710	v/at
768	2.74969	-1.62313	-0.89086	-0.25845	2.89003	-0.34809	-0.24605	-0.07099	-1.14030	-0.84729	-0.54972	-0.44762	-0.05051	0.56794	-0.38635	-0.70631	-0.25349	-0.48036	0.42697	-0.50235	-1.03999	0.25730	-0.57031	0.48916	-0.52099	-0.57145	-2.90478	-2.12262	-1.52602	-1.33185	-1.24547	-1.19772	ac
769	1.79421	-1.51462	-0.92211	-0.74983	2.78405	-0.51874	-0.47142	-0.41082	-1.12982	-0.89454	-0.61099	-0.30988	-0.83099	0.03116	-0.63852	-0.77374	-0.54191	-0.75958	0.13866	-0.57350	-0.98716	0.24575	-0.76914	0.37489	-0.55153	-0.99910	-2.92303	-2.02617	-1.48864	-1.30124	-1.21234	-1.15684	v/at
770	2.39565	-1.58508	-0.90916	-0.53948	2.78448	-0.66977	-0.58585	-0.46305	-1.13836	-0.94091	-0.75503	-0.85885	-0.52651	0.38558	-0.53052	-0.96898	-0.45842	-0.64980	0.34068	-0.55436	-1.04699	-0.36915	-0.71775	0.48794	-0.54089	-1.03338	-2.90961	-2.01963	-1.44140	-1.25246	-1.17975	-1.12735	ac
771	0.58472	-1.07853	-0.91745	-0.60628	1.69595	-1.69344	-1.62775	-1.54975	-1.14931	-0.87697	-0.55324	-1.52704	-0.33012	0.28139	-0.49018	0.09114	-1.76686	-0.75972	0.14763	-0.60038	-0.78664	-1.33014	-0.70335	0.40504	-0.55372	-0.66227	-1.64446	-1.57915	-1.25204	-1.10449	-1.03556	-0.98631	v/at
772	2.17285	-1.63690	-0.95038	-0.36579	2.93606	-0.34794	-0.31209	-0.22401	-1.13511	-0.87656	-0.50036	-0.46169	-0.21209	0.35723	-0.52011	-0.65504	-0.17771	-0.56992	0.25488	-0.57642	-0.98453	0.20179	-0.64912	0.42305	-0.54487	-0.74559	-2.99628	-2.20949	-1.63922	-1.44176	-1.35803	-1.29972	ac
773	2.68544	-1.73546	-0.94504	-0.62635	3.21586	-0.85566	-0.86036	-0.82363	-1.16170	-0.80277	-0.45666	-0.89602	-0.33617	0.39269	-0.49919	-0.51434	-0.67065	-0.78572	0.15463	-0.60137	-1.31057	-0.52381	-0.76185	0.38302	-0.55699	-1.00776	-3.32097	-2.26132	-1.63995	-1.43224	-1.34025	-1.27716	ac
774	1.40430	-1.37826	-0.87945	-0.69932	1.93889	-0.60839	-0.59734	-0.57180	-1.12947	-0.84254	-0.46643	-0.72699	-0.69121	0.24256	-0.56125	-0.78835	-0.38913	-0.75578	0.23366	-0.57981	-1.00844	-0.00539	-0.72798	0.47461	-0.53450	-0.93547	-1.85900	-1.73391	-1.34508	-1.20845	-1.15312	-1.12861	ac
775	-0.57179	0.28067	-0.49325	-0.17523	-0.34293	0.30685	0.42234	0.45223	-1.06540	-0.25769	0.00354	0.60568	-0.44022	-0.10448	-0.53449	0.19770	0.21397	0.06652	-0.19953	-0.28247	0.74768	0.26088	-0.15147	0.20320	-0.39114	0.50458	0.34776	0.39879	0.24040	0.15688	0.12809	0.14776	v/at
776	1.18538	-0.96340	-0.79909	-0.57587	2.10796	-0.40153	-0.36169	-0.35550	-1.07669	-0.82400	-0.51657	-0.20237	-0.80720	0.03763	-0.62894	-0.73140	-0.38349	-0.50753	-0.05217	-0.46197	-0.46450	0.03191	-0.58265	0.21421	-0.47572	-0.60873	-2.18928	-1.46565	-1.03536	-0.91353	-0.87269	-0.81586	v/at
777	2.76974	-1.70298	-0.91355	-0.82123	3.18259	-0.47925	-0.45109	-0.42225	-1.13876	-0.86284	-0.67183	-0.24868	-0.85589	0.05927	-0.64998	-1.07714	-0.47653	-0.78171	0.08501	-0.59127	-1.13337	0.15884	-0.80444	0.37489	-0.55775	-1.26526	-3.39861	-2.15691	-1.55705	-1.37864	-1.29106	-1.24538	v/at
778	3.60516	-2.17374	-0.97450	-0.87090	2.77072	-1.10535	-1.09204	-1.04088	-1.16052	-0.90602	-0.59938	-1.30452	-0.97136	0.07407	-0.64564	-1.78642	-0.84739	-0.89445	0.15368	-0.60556	-1.85229	-0.61537	-0.87562	0.38694	-0.56850	-1.71600	-2.81978	-2.27131	-1.68006	-1.48211	-1.40826	-1.37063	ac
779	3.21679	-2.04492	-0.99139	-0.77200	3.34128	-0.50938	-0.50911	-0.50979	-1.15747	-0.95956	-0.65677	-0.60733	-0.85929	0.09879	-0.64532	-1.41743	-0.28410	-0.82759	0.15019	-0.60599	-1.29407	-0.08979	-0.84563	0.38403	-0.56950	-1.40600	-3.44189	-2.47625	-1.79903	-1.54875	-1.44653	-1.38213	ac
780	3.84747	-2.07429	-0.93931	-0.88373	3.05560	-0.51834	-0.46731	-0.42019	-1.12341	-0.90446	-0.74743	-0.33150	-1.01409	0.00687	-0.66611	-1.72168	-0.46915	-0.86709	0.12969	-0.60087	-1.64994	0.13550	-0.87020	0.37282	-0.56749	-1.68041	-3.12192	-2.26280	-1.64742	-1.42547	-1.33271	-1.28089	v/at
781	-0.62369	0.39875	-0.54255	0.45667	0.16912	-0.23130	-0.17308	-0.07755	-1.09563	-0.56920	-0.08474	-0.24548	1.17879	-0.88011	0.53206	1.39164	-0.12738	0.14092	-0.02848	-0.31440	0.74718	-0.44907	-0.10833	0.25526	-0.40494	0.55157	-0.22807	0.03631	0.11734	0.07977	0.08909	0.10100	v/at
782	2.08635	-1.46871	-0.89136	-0.73146	2.47021	-0.93992	-0.91312	-0.90862	-1.11833	-0.88243	-0.71256	-0.89932	-0.79699	-0.11002	-0.62598	-0.69313	-0.80091	-0.74950	0.01243	-0.56334	-1.24529	-0.52333	-0.73329	0.24830	-0.52727	-1.10010	-2.49243	-1.84793	-1.35347	-1.17881	-1.10532	-1.04679	v/at
783	2.47634	-1.85044	-0.97834	-0.69278	2.59435	-0.78581	-0.78833	-0.75110	-1.14912	-0.95467	-0.65638	-1.00161	-0.73585	0.23162	-0.59202	-1.19813	-0.53318	-0.78366	0.21893	-0.59513	-1.35540	-0.18652	-0.79983	0.42104	-0.56353	-1.27109	-2.40182	-2.18065	-1.66463	-1.46594	-1.38316	-1.33874	ac
784	2.72086	-1.86374	-0.97022	-0.63482	3.29614	-1.21150	-1.20154	-1.16002	-1.15863	-0.94417	-0.82727	-1.38825	-0.64556	0.15111	-0.62212	-0.99745	-0.92706	-0.73843	0.18971	-0.60009	-1.19533	-1.06339	-0.78207	0.41052	-0.56358	-1.11559	-3.46511	-2.38878	-1.72638	-1.49411	-1.40200	-1.34460	ac
785	1.83011	-1.68967	-0.96942	-0.74167	2.44305	-0.38790	-0.33461	-0.33183	-1.15246	-0.94621	-0.81061	-0.43293	-0.82101	0.13602	-0.61589	-1.00994	-0.28164	-0.79706	0.21620	-0.58778	-1.15896	0.24735	-0.81127	0.41748	-0.56131	-1.26967	-2.51511	-2.10194	-1.60777	-1.42711	-1.35518	-1.31785	ac
786	3.96520	-2.20970	-0.97604	-0.87103	3.19837	-0.95271	-0.83647	-0.72738	-1.16710	-0.98463	-0.87011	-0.77631	-0.99700	0.01505	-0.66326	-1.67694	-0.90391	-0.87763	0.14075	-0.60641	-1.70704	-0.46163	-0.85361	0.40331	-0.56496	-1.59615	-3.25603	-2.39212	-1.73826	-1.49492	-1.39921	-1.34342	ac
787	-0.22279	-0.23868	-0.75219	-0.31053	0.78103	0.13746	0.13528	0.12254	-1.05845	-0.71783	-0.32841	0.41234	-0.70410	0.04476	-0.61982	-0.37203	0.10351	-0.15268	-0.10419	-0.33448	0.44995	0.40442	-0.35553	0.18166	-0.42589	0.11631	-0.81618	-0.69552	-0.57116	-0.53762	-0.51527	-0.49643	v/at
788	-0.58836	0.31712	-0.50475	0.16358	0.15577	0.38793	0.47063	0.71433	-0.94335	-0.47350	-0.03055	0.28043	0.07487	0.17667	-0.38188	0.65457	0.45083	0.09592	0.48614	-0.33418	0.64634	0.56096	-0.18422	0.54036	-0.43792	0.41256	-0.13857	0.09111	0.14350	0.07588	0.03196	0.01081	v/at
789	0.10275	-0.51626	-0.69122	-0.50758	0.94459	-0.73201	-0.71549	-0.67229	-1.09713	-0.67729	-0.10925	-0.44719	-0.35708	0.20732	-0.39930	0.08318	-0.75893	-0.52541	-0.00471	-0.48288	-0.31684	-0.27721	-0.48103	0.14192	-0.42866	-0.31327	-0.89444	-0.80296	-0.67961	-0.66866	-0.64602	-0.60983	v/at
790	-0.46322	0.02795	-0.62082	-0.33176	-0.17487	0.79692	0.79076	0.82191	-0.97873	-0.28196	-0.14883	0.89959	-0.50308	-0.10792	-0.55586	0.06525	0.72128	-0.26811	0.03801	-0.45264	0.42127	0.78848	-0.48487	0.31486	-0.49970	-0.03414	0.15422	0.12104	-0.00112	-0.08508	-0.06790	-0.03550	v/at
791	-0.40390	-0.08933	-0.72499	-0.22728	0.34879	0.29428	0.31441	0.35380	-1.02205	-0.67186	-0.41477	0.59663	-0.38595	-0.15818	-0.52979	0.26501	0.17894	-0.10697	0.07479	-0.38309	0.65180	0.56927	-0.38367	0.34657	-0.47252	0.18734	-0.32022	-0.40773	-0.41391	-0.41583	-0.39520	-0.36210	v/at
792	-0.54163	0.23071	-0.62916	0.14002	0.16345	-0.19365	-0.19156	-0.21210	-1.02018	-0.56534	0.07617	0.09240	-0.45827	-0.11288	-0.52081	0.10942	-0.18895	0.39245	-0.39815	-0.05203	0.94862	-0.28784	-0.11342	0.10212	-0.36243	0.53151	-0.21331	-0.11194	-0.10085	-0.13655	-0.15462	-0.12953	v/at
793	0.15013	-0.61105	-0.80518	-0.55176	1.22179	-0.63687	-0.61216	-0.65285	-1.13214	-0.65555	-0.33950	-0.39547	-0.71961	0.07980	-0.62121	-0.48776	-0.56918	-0.51311	0.15333	-0.52838	-0.07076	-0.31470	-0.65981	0.39012	-0.53753	-0.53276	-1.22074	-0.96621	-0.76500	-0.69179	-0.63146	-0.56800	v/at
794	3.83985	-2.11543	-0.97809	-0.63986	3.54086	-1.19144	-1.18894	-1.11613	-1.16240	-0.95293	-0.76582	-1.44384	-0.66227	0.14510	-0.63051	-1.19589	-0.87139	-0.73979	0.19790	-0.60051	-1.46933	-1.08311	-0.80258	0.39939	-0.56579	-1.23969	-3.63085	-2.51219	-1.77364	-1.52918	-1.42673	-1.36260	ac
795	-0.51509	0.18382	-0.56284	-0.18614	-0.19680	0.11961	0.13575	0.11086	-1.00773	-0.50704	0.22009	0.21397	-0.45069	-0.10118	-0.53640	0.15822	0.20752	-0.07231	-0.19106	-0.30640	0.63393	0.01288	-0.28791	0.13356	-0.38849	0.27528	0.19434	0.17665	0.13107	0.08622	0.05208	0.07123	v/at
796	1.73411	-1.53243	-0.91660	-0.51668	2.60273	-0.92787	-0.88248	-0.88440	-1.15617	-0.78947	-0.41371	-1.16142	-0.43071	0.18362	-0.58360	-0.67245	-0.68999	-0.66518	0.19277	-0.59147	-1.02094	-0.52106	-0.67648	0.42202	-0.54046	-0.75866	-2.57703	-2.03568	-1.50263	-1.32479	-1.24832	-1.20197	ac
797	1.63863	-1.51783	-0.96149	-0.47993	3.23402	-1.28568	-1.21195	-1.19200	-1.16525	-0.85289	-0.74028	-1.39944	-0.18432	0.39942	-0.47047	-0.24795	-1.14447	-0.68951	0.20579	-0.59032	-0.84796	-0.98010	-0.71050	0.41583	-0.55720	-0.77247	-3.21107	-2.35691	-1.71875	-1.50555	-1.41746	-1.35995	ac
798	-0.56010	0.26418	-0.58183	-0.02077	-0.12182	0.57062	0.58756	0.58863	-1.05406	-0.39572	-0.16475	0.97480	-0.60509	-0.02074	-0.59979	-0.09224	0.35530	0.20841	-0.33374	-0.15584	0.89093	0.71533	-0.14974	0.08055	-0.34899	0.47644	0.13304	0.16415	0.05777	-0.02844	-0.01402	0.01934	v/at
799	-0.49325	0.03150	-0.63669	-0.32145	-0.22115	0.61268	0.60116	0.65280	-0.94186	-0.55317	-0.17026	0.81495	-0.56108	-0.09903	-0.59301	-0.04297	0.58445	-0.23514	0.15663	-0.46259	0.47737	0.59242	-0.46264	0.28519	-0.49345	-0.00501	0.27850	0.13926	0.05312	-0.02064	-0.01321	0.01308	v/at
800	-0.05792	-0.54617	-0.76776	-0.60674	0.55694	1.20399	1.23402	1.24882	-1.03687	-0.54357	-0.31270	1.14498	-0.64963	-0.21470	-0.57697	-0.30495	1.12551	-0.58723	-0.00487	-0.54354	-0.18546	0.97985	-0.66761	0.28629	-0.53395	-0.58253	-0.47496	-0.69967	-0.62088	-0.55315	-0.49892	-0.45871	v/at
801	-0.26553	-0.33629	-0.76849	-0.33873	0.62483	0.43798	0.44634	0.41237	-1.04290	-0.67211	-0.47909	0.44779	-0.22182	-0.15672	-0.49010	0.45400	0.49782	-0.41522	0.03295	-0.54118	0.08795	0.51540	-0.58842	0.35696	-0.54022	-0.29075	-0.52008	-0.57677	-0.56892	-0.56978	-0.55412	-0.52521	v/at
802	0.59200	-0.63183	-0.77119	-0.00762	1.97397	-0.08172	-0.01122	0.09076	-1.08822	-0.61710	-0.38520	-0.02865	-0.05616	0.24705	-0.27348	0.34808	-0.12924	-0.09907	0.48861	-0.26619	-0.05830	0.37398	-0.37678	0.32221	-0.38892	-0.18817	-2.04645	-1.32302	-0.90935	-0.79306	-0.71541	-0.67692	v/at
803	-0.19885	-0.37301	-0.70526	-0.60005	0.22385	0.40109	0.43450	0.44890	-1.02670	-0.56653	-0.48139	0.42726	-0.61879	-0.08126	-0.60148	-0.17531	0.44176	-0.57001	0.17936	-0.55837	-0.12136	0.31412	-0.56907	0.38691	-0.51657	-0.24492	-0.23146	-0.32583	-0.41154	-0.41870	-0.44001	-0.44104	v/at
804	-0.39182	-0.12816	-0.63748	-0.49533	-0.14557	0.32221	0.30365	0.34045	-1.04045	-0.38802	-0.10520	0.28871	-0.59937	-0.05935	-0.60396	-0.12908	0.43408	-0.45001	0.16970	-0.52359	0.13295	0.21580	-0.46868	0.39730	-0.48901	-0.04617	0.04973	0.08537	-0.05804	-0.10029	-0.12694	-0.12075	v/at
805	0.36451	-0.75815	-0.81025	-0.60857	1.41199	1.39065	1.42363	1.42309	-1.08998	-0.69008	-0.42206	2.32794	-0.62268	-0.39859	-0.52514	-0.54115	0.79125	-0.46428	0.33219	-0.52337	-0.00725	1.28274	-0.69676	0.35867	-0.54150	-0.68333	-1.34659	-1.13058	-0.86339	-0.76364	-0.69368	-0.63416	v/at
806	3.19137	-2.13415	-0.97221	-0.89800	2.79012	-0.38234	-0.35653	-0.36408	-1.16856	-0.95825	-0.81386	-0.45073	-1.02909	-0.00016	-0.66921	-1.79014	-0.22503	-0.89940	0.12331	-0.61232	-1.70318	0.10318	-0.88597	0.36898	-0.57248	-1.72555	-2.90781	-2.28922	-1.71726	-1.49920	-1.42420	-1.38060	ac
807	1.37407	-1.09181	-0.81684	-0.57232	2.45803	-0.83361	-0.75935	-0.74985	-1.12110	-0.90124	-0.70008	-0.33074	-0.52825	0.30479	-0.48905	-0.28077	-0.94508	-0.48464	-0.05130	-0.44301	-0.59965	-0.42288	-0.35081	-0.18190	-0.31645	-0.42173	-2.49112	-1.72807	-1.19574	-1.05913	-1.03126	-1.00990	v/at
808	1.01552	-1.25346	-0.91886	-0.42760	2.24856	-0.26928	-0.26131	-0.24537	-1.13734	-0.78354	-0.62631	0.02130	0.16244	0.71466	-0.31420	-0.19937	-0.31031	-0.68161	0.14165	-0.59020	-0.69389	0.28339	-0.64847	0.37413	-0.54051	-0.57240	-2.26384	-1.82927	-1.40006	-1.24810	-1.17989	-1.14483	ac
